doi,target_formula,paragraph_string,synthesis_type,n_precursors,precursor_formulas,precursor_elements,n_operations,temperatures_C,times_h,precursor_count,precursor_diversity,n_steps,max_temperature_C,total_time_h,complexity_index,formula,band_gap,formation_energy_per_atom,energy_above_hull,density,volume
10.1016/j.electacta.2011.02.057,LiMn2O4,LiMn2O4 and LiV3O8 were synthesized using solid-st <...> en sintered at 680 °C for 12 h and 350 °C for 8 h.,solid-state,2,"['Li2CO3', 'MnO2']","['C', 'Li', 'Mn', 'O']",11,"[800.0, 350.0, 350.0, 680.0]","[24.0, 12.0, 8.0, 12.0]",2.0,4.0,11.0,800.0,56.0,-0.2433174721340289,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.electacta.2011.02.057,LiV3O8,LiMn2O4 and LiV3O8 were synthesized using solid-st <...> en sintered at 680 °C for 12 h and 350 °C for 8 h.,solid-state,2,"['V2O5', 'Li2CO3']","['C', 'Li', 'O', 'V']",11,"[800.0, 350.0, 350.0, 680.0]","[24.0, 12.0, 8.0, 12.0]",2.0,4.0,11.0,800.0,56.0,-0.2433174721340289,LiV3O8,1.7930000000000001,-2.343562962777778,0.0033483862500060003,3.5559253978868153,268.7558543641708
10.1016/j.electacta.2015.07.035,LiNiO2,Graphene-burned LiNiO2 cathode materials were prep <...> graphite instead of graphene as the carbon source.,solid-state,2,"['LiOH·H2O', 'Ni(NO3)2·6H2O']","['H', 'Li', 'N', 'Ni', 'O']",12,"[150.0, 310.0, 700.0]","[0.8333333333333334, 4.0, 3.0, 24.0]",2.0,5.0,12.0,700.0,31.833333333333332,-0.20007227502741007,LiNiO2,0.018000000000000002,-1.497991299166667,0.0,4.635450955622343,104.92425290393659
10.1016/j.energy.2016.10.143,BaTiO3,High quality piezoelectric BTO NPs were synthesize <...> the obtained product was removed from the furnace.,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",5,[1200.0],"[0.5, 2.0]",2.0,4.0,5.0,1200.0,2.5,-0.5734635484301208,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1016/j.fusengdes.2011.01.054,Li2TiO3,The Specimens were synthesized by the procedure sh <...>  atmosphere at 1473 K for 1 h on an alumina plate.,solid-state,2,"['LiOH·H2O', 'H2TiO3']","['H', 'Li', 'O', 'Ti']",5,"[69.85000000000002, 1199.85]",[1.0],2.0,4.0,5.0,1199.85,1.0,-0.5791887891822078,Li2TiO3,3.0338,-2.981954403333334,0.0,3.46303787960749,210.4967018964505
10.1016/j.jeurceramsoc.2003.09.001,Y3Al5O12,"The alumina powder (Taimicron TM-D, Taimei Chemica <...> e synthesis of uttrafine YAG powder is as follows:",solid-state,2,"['Y2O3', 'Al2O3']","['Al', 'O', 'Y']",1,[],[],2.0,3.0,1.0,,,,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1016/j.jelechem.2014.07.026,LiMn2O4,Lithium manganese oxide (LiMn2O4) was synthesized  <...> te of 5 °C min-1 and a cooling rate of 1 °C min-1.,solid-state,2,"['LiOH', 'MnCO3']","['C', 'H', 'Li', 'Mn', 'O']",3,[800.0],[72.0],2.0,5.0,3.0,800.0,72.0,-0.5630135989292654,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.jeurceramsoc.2009.07.011,Al4SiC4,To compare the case of SiC with an Al4SiC4 additiv <...> acuum dryer and then sieved through a 150 μm mesh.,solid-state,2,"['SiC', 'Al4C3']","['Al', 'C', 'Si']",2,[60.0],[24.0],2.0,3.0,2.0,60.0,24.0,-1.5477664003208944,Al4SiC4,1.200899999999999,-0.20606409152631502,0.047234519555557006,2.982586873305359,204.94263865262954
10.1016/j.jmatprotec.2005.02.246,BaTiO3,Three series of BaTiO3-based materials were prepar <...> 20 μm) or (B) 10 h (medium particle size 0.90 μm).,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",1,[],[],2.0,4.0,1.0,,,,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1016/j.jnucmat.2010.12.128,Li2TiO3,Powders of LiOH·H2O and H2TiO3 were mixed in the p <...>  reaction processing steps are shown in Figure 1 .,solid-state,2,"['LiOH·H2O', 'H2TiO3']","['H', 'Li', 'O', 'Ti']",4,"[499.85, 1199.85, 1099.85, 999.85]","[5.0, 5.0]",2.0,4.0,4.0,1199.85,10.0,-0.6095915319049284,Li2TiO3,3.0338,-2.981954403333334,0.0,3.46303787960749,210.4967018964505
10.1016/j.jnucmat.2015.06.056,Ti3SiC2,The polycrystalline Ti3SiC2 and Ti3AlC2 samples we <...> a small amount of Al2O3 was formed in the samples.,solid-state,3,"['Si', 'C', 'Ti']","['C', 'Si', 'Ti']",3,[],[0.08333333333333333],3.0,3.0,3.0,,0.08333333333333333,,Ti3SiC2,0.0,-0.911486296666666,0.0,4.502114415998194,144.36799404183623
10.1016/j.jnucmat.2015.06.056,Ti3AlC2,The polycrystalline Ti3SiC2 and Ti3AlC2 samples we <...> a small amount of Al2O3 was formed in the samples.,solid-state,3,"['Al', 'C', 'Ti']","['Al', 'C', 'Ti']",3,[],[0.08333333333333333],3.0,3.0,3.0,,0.08333333333333333,,Ti3AlC2,0.0,-0.761240068333335,0.0,4.247187770465413,152.1700758354353
10.1016/j.jnucmat.2015.06.056,Ti3SiC2,The polycrystalline Ti3SiC2 and Ti3AlC2 samples we <...> a small amount of Al2O3 was formed in the samples.,solid-state,3,"['Si', 'C', 'Ti']","['C', 'Si', 'Ti']",3,[],[0.08333333333333333],3.0,3.0,3.0,,0.08333333333333333,,Ti3SiC2,0.0,-0.911486296666666,0.0,4.502114415998194,144.36799404183623
10.1016/j.jnucmat.2015.06.056,Ti3AlC2,The polycrystalline Ti3SiC2 and Ti3AlC2 samples we <...> a small amount of Al2O3 was formed in the samples.,solid-state,3,"['Al', 'C', 'Ti']","['Al', 'C', 'Ti']",3,[],[0.08333333333333333],3.0,3.0,3.0,,0.08333333333333333,,Ti3AlC2,0.0,-0.761240068333335,0.0,4.247187770465413,152.1700758354353
10.1016/j.jpowsour.2006.12.092,LiFePO4,"LiFePO4-C was prepared by ball-milling and subsequ <...> ter microwave irradiation, LiFePO4-C was obtained.",solid-state,2,"['Li3PO4', 'Fe3(PO4)2·8H2O']","['Fe', 'H', 'Li', 'O', 'P']",3,[],[],2.0,5.0,3.0,,,,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1016/j.jpowsour.2011.04.042,Li22Si5,"To synthesize polycrystalline Li22Si5, stoichiomet <...>  contained less than 1 ppm oxygen and 1 ppm water.",solid-state,2,"['Si', 'Li']","['Li', 'Si']",6,"[410.0, 800.0, 450.0, 20.0]","[0.6666666666666666, 0.5, 16.0]",2.0,2.0,6.0,800.0,17.166666666666668,-0.977325805914447,Li22Si5,0.0,-0.18319499327160402,0.017131885709877,1.201568603484379,1620.3918275208246
10.1016/j.jpowsour.2017.09.085,Ti3AlC2,"Ti3AlC2, the precursor of Ti3C2, was prepared by u <...> een, so that the initial particle size was <38 μm.",solid-state,3,"['TiC', 'Al', 'Ti']","['Al', 'C', 'Ti']",7,[1400.0],"[4.0, 2.0]",3.0,3.0,7.0,1400.0,6.0,-0.2465642345167028,Ti3AlC2,0.0,-0.761240068333335,0.0,4.247187770465413,152.1700758354353
10.1016/j.jpowsour.2011.09.092,Ba2MnMoO6,"Ba2MMoO6 (M = Fe, Co, Mn, Ni) samples were synthes <...>  Sm2O3 (99.9%) were employed for synthesis of SDC.",solid-state,3,"['Mn(CH3COO)2·4H2O', 'Ba(CH3COO)2', '(NH4)6Mo7O24·4H2O']","['Ba', 'C', 'H', 'Mn', 'Mo', 'N', 'O']",16,"[400.0, 800.0, 1100.0, 1100.0, 1200.0]","[20.0, 10.0, 10.0, 10.0, 20.0, 10.0, 10.0]",3.0,7.0,16.0,1200.0,90.0,1.0531883707859033,Ba2MnMoO6,1.265399999999999,-2.6296567122931043,0.0,6.020136434621891,287.70721948597884
10.1016/j.jpowsour.2011.09.092,Ba2MnMoO6,"Ba2MMoO6 (M = Fe, Co, Mn, Ni) samples were synthes <...>  Sm2O3 (99.9%) were employed for synthesis of SDC.",solid-state,3,"['Mn(CH3COO)2·4H2O', 'Ba(CH3COO)2', '(NH4)6Mo7O24·4H2O']","['Ba', 'C', 'H', 'Mn', 'Mo', 'N', 'O']",16,"[400.0, 800.0, 1100.0, 1100.0, 1200.0]","[20.0, 10.0, 10.0, 10.0, 20.0, 10.0, 10.0]",3.0,7.0,16.0,1200.0,90.0,1.0531883707859033,Ba2MnMoO6,1.265399999999999,-2.6296567122931043,0.0,6.020136434621891,287.70721948597884
10.1016/j.jpowsour.2011.09.092,Ba2MnMoO6,"Ba2MMoO6 (M = Fe, Co, Mn, Ni) samples were synthes <...>  Sm2O3 (99.9%) were employed for synthesis of SDC.",solid-state,3,"['Mn(CH3COO)2·4H2O', 'Ba(CH3COO)2', '(NH4)6Mo7O24·4H2O']","['Ba', 'C', 'H', 'Mn', 'Mo', 'N', 'O']",16,"[400.0, 800.0, 1100.0, 1100.0, 1200.0]","[20.0, 10.0, 10.0, 10.0, 20.0, 10.0, 10.0]",3.0,7.0,16.0,1200.0,90.0,1.0531883707859033,Ba2MnMoO6,1.265399999999999,-2.6296567122931043,0.0,6.020136434621891,287.70721948597884
10.1016/j.jssc.2003.10.002,NaNbWO6,"The parent compound, with nominal composition NaNb <...> ets and sintered for 24 h at the same temperature.",solid-state,3,"['Nb2O5', 'WO3', 'Na2CO3']","['C', 'Na', 'Nb', 'O', 'W']",6,"[500.0, 775.0]","[24.0, 24.0, 24.0]",3.0,5.0,6.0,775.0,72.0,-0.19521763756703794,NaNbWO6,2.9255,-2.535004902931034,0.01916801402778,4.537291681688614,289.65709242659494
10.1016/j.jssc.2004.05.039,SrRuO3,The polycrystalline samples of SrHfO3 and SrRuO3 w <...> mples was determined by the geometric measurement.,solid-state,2,"['SrCO3', 'RuO2']","['C', 'O', 'Ru', 'Sr']",4,"[999.85, 1599.85]",[10.0],2.0,4.0,4.0,1599.85,10.0,-0.35388436150301716,SrRuO3,0.0,-2.190611637000002,0.0,6.458339792097221,243.42479049130682
10.1016/j.jssc.2004.05.039,SrRuO3,The polycrystalline samples of SrHfO3 and SrRuO3 w <...> mples was determined by the geometric measurement.,solid-state,2,"['SrCO3', 'RuO2']","['C', 'O', 'Ru', 'Sr']",4,"[999.85, 1599.85]",[10.0],2.0,4.0,4.0,1599.85,10.0,-0.35388436150301716,SrRuO3,0.0,-2.190611637000002,0.0,6.458339792097221,243.42479049130682
10.1016/j.matlet.2008.03.057,Ti3SiC2,"In the present work, commercial titanium powder (3 <...>  in Eq. (1) to form Ti3SiC2. 3Ti + C + SiC→Ti3SiC2",solid-state,3,"['SiC', 'Ti', 'C']","['C', 'Si', 'Ti']",1,[],[],3.0,3.0,1.0,,,,Ti3SiC2,0.0,-0.911486296666666,0.0,4.502114415998194,144.36799404183623
10.1016/j.molliq.2016.11.012,LiMn2O4,Pure Nano LiMn2O4 with a molar ratio of 1:2 (Li:Mn <...> ned materials ready to analysis and investigation.,solid-state,2,"['LiOH·H2O', 'Mn2(CO3)7']","['C', 'H', 'Li', 'Mn', 'O']",8,"[600.0, 850.0]","[4.0, 8.0]",2.0,5.0,8.0,850.0,12.0,-0.4353299946472854,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.matlet.2012.11.109,LiCaPO4,LiCaPO4: Eu2+ was synthesized by firing the approp <...> u2O3 in 5% H2-95% N2 atmosphere at 900 °C for 3 h.,solid-state,4,"['Li2CO3', 'CaCO3', 'NH4H2PO4', 'Eu2O3']","['C', 'Ca', 'Eu', 'H', 'Li', 'N', 'O', 'P']",2,[950.0],[3.0],4.0,8.0,2.0,950.0,3.0,-0.006705431586843336,LiCaPO4,5.1798,-3.104518963044217,0.003069337817461,2.764440055600054,511.7431489332775
10.1016/j.optmat.2003.11.028,LuVO4,"To carry out growth of Nd:LuVO4 crystals, polycrys <...> olutions of NH4VO3, Nd(NO3)3 and NH4VO3, Lu(NO3)3.",solid-state,4,"['Nd2O3', 'V2O5', 'Nd(NO3)3', 'Lu2O3']","['Lu', 'N', 'Nd', 'O', 'V']",5,[],[],4.0,5.0,5.0,,,,LuVO4,2.9436,-3.211479616111111,0.0,6.376206224158125,150.99900717505648
10.1016/j.optmat.2003.11.028,NdVO4,"To carry out growth of Nd:LuVO4 crystals, polycrys <...> olutions of NH4VO3, Nd(NO3)3 and NH4VO3, Lu(NO3)3.",solid-state,2,"['Nd2O3', 'V2O5']","['Nd', 'O', 'V']",5,[],[],2.0,3.0,5.0,,,,NdVO4,3.0225,-3.17529278125,0.0,4.925273929416749,174.76402248568002
10.1016/j.optmat.2003.11.028,LuVO4,"To carry out growth of Nd:LuVO4 crystals, polycrys <...> olutions of NH4VO3, Nd(NO3)3 and NH4VO3, Lu(NO3)3.",solid-state,4,"['Nd2O3', 'V2O5', 'Nd(NO3)3', 'Lu2O3']","['Lu', 'N', 'Nd', 'O', 'V']",5,[],[],4.0,5.0,5.0,,,,LuVO4,2.9436,-3.211479616111111,0.0,6.376206224158125,150.99900717505648
10.1016/j.optmat.2003.11.028,NdVO4,"To carry out growth of Nd:LuVO4 crystals, polycrys <...> olutions of NH4VO3, Nd(NO3)3 and NH4VO3, Lu(NO3)3.",solid-state,2,"['Nd2O3', 'V2O5']","['Nd', 'O', 'V']",5,[],[],2.0,3.0,5.0,,,,NdVO4,3.0225,-3.17529278125,0.0,4.925273929416749,174.76402248568002
10.1016/j.powtec.2015.09.031,LiMn2O4,LiMn2O4 was prepared as follows: stoichiometric am <...> wed by calcinations at 750-800 °C for 10 h in air.,solid-state,2,"['Li2CO3', 'MnO2']","['C', 'Li', 'Mn', 'O']",5,"[60.0, 625.0, 775.0]","[12.0, 5.0, 8.0, 10.0]",2.0,4.0,5.0,775.0,35.0,-0.7231831547797836,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.solidstatesciences.2003.09.001,CeNbO4,Samples of CeNbO4+δ were prepared following the me <...> h at 1400 °C before being quenched rapidly in air.,solid-state,2,"['Nb2O5', 'CeO2']","['Ce', 'Nb', 'O']",6,[1400.0],[16.0],2.0,3.0,6.0,1400.0,16.0,-0.46445519807079905,CeNbO4,0.0,-3.473460117499996,0.0,6.04691981204197,163.12876495188664
10.1016/j.solidstatesciences.2006.02.013,Ba2CrMoO6,Ba2CrMoO6 was prepared by firing a pellet of BaCO3 <...> 95% Ar mixture; this procedure was repeated twice.,solid-state,3,"['BaCO3', 'Cr2O3', 'MoO3']","['Ba', 'C', 'Cr', 'Mo', 'O']",4,"[900.0, 1200.0]",[12.0],3.0,5.0,4.0,1200.0,12.0,-0.277060483746132,Ba2CrMoO6,0.0,-2.660207095999999,0.0,6.372916817232361,270.2477271734844
10.1016/j.ssi.2005.04.044,Bi26Mo10O69,"Bi2WO6, Bi2W0.9Ta0.10O5.95, Bi2W0.90Nb0.10O5.95, B <...> ling, the formed crystals were ground into powder.",solid-state,2,"['Bi2O3', 'MoO3']","['Bi', 'Mo', 'O']",3,[],[],2.0,3.0,3.0,,,,Bi26Mo10O69,2.032699999999999,-1.808097827666667,0.025830020011904,7.082943643411287,1757.5758424227056
10.1016/j.ssi.2005.04.044,Bi26Mo10O69,"Bi2WO6, Bi2W0.9Ta0.10O5.95, Bi2W0.90Nb0.10O5.95, B <...> ling, the formed crystals were ground into powder.",solid-state,2,"['Bi2O3', 'MoO3']","['Bi', 'Mo', 'O']",3,[],[],2.0,3.0,3.0,,,,Bi26Mo10O69,2.032699999999999,-1.808097827666667,0.025830020011904,7.082943643411287,1757.5758424227056
10.1016/j.ssi.2005.05.012,LiFePO4,LiFePO4 powder was synthesized from an aqueous sol <...> 00 °C under Ar for 24 h led to 80% density pellet.,solid-state,2,"['LiH2PO4', 'Fe(NO3)3·9H2O']","['Fe', 'H', 'Li', 'N', 'O', 'P']",9,"[300.0, 500.0, 800.0]","[5.0, 20.0, 24.0]",2.0,6.0,9.0,800.0,49.0,-0.13056899494161162,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1016/j.ssi.2011.10.017,LiFePO4,The precursor glasses of LFP were prepared by the  <...> the crystallization process and remains as carbon.,solid-state,3,"['LiPO3', 'Fe2O3', 'H2O']","['Fe', 'H', 'Li', 'O', 'P']",7,"[1200.0, 100.0]",[1.0],3.0,5.0,7.0,1200.0,1.0,-0.12580584957065025,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1016/j.ssi.2016.01.014,La2NiO4,"Nitrate combustion method (C). Analytical-grade ro <...> The final synthesis was performed at 1150 °С, 5 h.",solid-state,2,"['Ni(NO3)2·6H2O', 'La(NO3)3·6H2O']","['H', 'La', 'N', 'Ni', 'O']",7,"[100.0, 250.0, 1000.0, 500.0]","[5.0, 5.0, 5.0]",2.0,5.0,7.0,1000.0,15.0,-0.39235995072203417,La2NiO4,0.0,-3.068392679285714,0.048152348928571,6.808946783295827,390.6913293848223
10.1021/acs.inorgchem.6b01855,KBaB5O9,The single crystals of four compounds were synthes <...> he reaction products for further characterization.,solid-state,3,"['K2CO3', 'B2O3', 'BaCO3']","['B', 'Ba', 'C', 'K', 'O']",7,"[830.0, 705.0, 850.0, 680.0]",[24.0],3.0,5.0,7.0,850.0,24.0,-0.26323291503680063,KBaB5O9,5.0637,-2.947935847536458,0.0,2.972581913956382,836.7543353360422
10.1021/acs.inorgchem.6b01855,KBaB5O9,The single crystals of four compounds were synthes <...> he reaction products for further characterization.,solid-state,3,"['K2CO3', 'B2O3', 'BaCO3']","['B', 'Ba', 'C', 'K', 'O']",7,"[830.0, 705.0, 850.0, 680.0]",[24.0],3.0,5.0,7.0,850.0,24.0,-0.26323291503680063,KBaB5O9,5.0637,-2.947935847536458,0.0,2.972581913956382,836.7543353360422
10.1021/acs.inorgchem.6b01855,KBaB5O9,The single crystals of four compounds were synthes <...> he reaction products for further characterization.,solid-state,3,"['K2CO3', 'B2O3', 'BaCO3']","['B', 'Ba', 'C', 'K', 'O']",7,"[830.0, 705.0, 850.0, 680.0]",[24.0],3.0,5.0,7.0,850.0,24.0,-0.26323291503680063,KBaB5O9,5.0637,-2.947935847536458,0.0,2.972581913956382,836.7543353360422
10.1021/acs.inorgchem.6b01855,KBaB5O9,The single crystals of four compounds were synthes <...> he reaction products for further characterization.,solid-state,3,"['K2CO3', 'B2O3', 'BaCO3']","['B', 'Ba', 'C', 'K', 'O']",7,"[830.0, 705.0, 850.0, 680.0]",[24.0],3.0,5.0,7.0,850.0,24.0,-0.26323291503680063,KBaB5O9,5.0637,-2.947935847536458,0.0,2.972581913956382,836.7543353360422
10.1021/cm801817n,Fe2SiO4,This was prepared under argon at 750 °C for 24 h i <...> t 750 °C for 24 h to produce pure Fe2SiO4 powders.,solid-state,2,"['SiO2', 'Fe2O3']","['Fe', 'O', 'Si']",7,"[400.0, 400.0, 750.0]","[10.0, 2.0, 0.5, 24.0]",2.0,3.0,7.0,750.0,36.5,-0.7388660461751886,Fe2SiO4,3.6769,-2.301357292142856,0.0,4.46734658718651,302.9746509865423
10.1021/ic991427d,Ca4GeN4,"Synthesis. All materials were handled in a drybox  <...> Na and any excess Ca, and then dried under vacuum.",solid-state,2,"['Ge', 'Ca2GeN2']","['Ca', 'Ge', 'N']",4,[760.0],[15.0],2.0,3.0,4.0,760.0,15.0,-1.0056972632929908,Ca4GeN4,1.409,-1.005702749166666,0.0,3.43994983755151,557.9855631391922
10.1039/C4DT00904E,BaMgF4,BaMgF4 was synthesized by mechanical treatment of  <...> l in order not to change the ball to powder ratio.,solid-state,2,"['BaF2', 'MgF2']","['Ba', 'F', 'Mg']",3,[],[],2.0,3.0,3.0,,,,BaMgF4,6.8004999999999995,-3.986340862499998,0.0037440633333360005,4.5325846744088345,174.11108302378454
10.1111/j.1551-2916.2007.01831.x,SrAl2O4,The powders used in this study were high-purity or <...> or 12 h and ground slightly using an agate mortar.,solid-state,2,"['SrCO3', 'Al2O3']","['Al', 'C', 'O', 'Sr']",4,[120.0],[12.0],2.0,4.0,4.0,120.0,12.0,-1.2923992010502734,SrAl2O4,4.1419999999999995,-3.458835004642857,0.0,3.555923830251846,384.0068146842235
10.1149/1.1619987,LiCoPO4,The LiCoPO4 target was fabricated using a solid-st <...> ting voltage of 40 kV and a tube current of 20 mA.,solid-state,3,"['Li2CO3', '(NH4)2HPO4', 'Co3O4']","['C', 'Co', 'H', 'Li', 'N', 'O', 'P']",13,"[350.0, 350.0, 750.0, 300.0, 750.0]","[16.0, 24.0, 1.0, 24.0]",3.0,7.0,13.0,750.0,65.0,0.47915875639180217,LiCoPO4,3.2415,-2.404089948282313,0.0,2.9853592234608683,357.8669246750206
10.1149/1.2120427,LiFePO4,"A carbon-free LiFePO4 was synthesised using a conv <...> uct was a gray powder, characteristic of LiFePO4 .",solid-state,3,"['H3PO4', 'Li2CO3', 'FeC2O4·2H2O']","['C', 'Fe', 'H', 'Li', 'O', 'P']",5,"[700.0, 10.0]",[5.0],3.0,6.0,5.0,700.0,5.0,-0.42509766726273773,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1149/1.2192732,LiFePO4,Reagent grade lithium dihydrogen phosphate (LiH2PO <...> en annealing under N2 gas flow in the same manner.,solid-state,3,"['C16H10', 'FeC2O42H2O', 'LiH2PO4']","['C', 'Fe', 'H', 'Li', 'O', 'P']",9,[350.0],"[5.0, 10.0]",3.0,6.0,9.0,350.0,15.0,-0.3545970532024834,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1149/2.1511706jes,LiFePO4,"LiFePO4/C composites were synthesized by improved  <...> the LiFePO4/C composite, which was noted as LFP-2.",solid-state,2,"['FePO4', 'Li2CO3']","['C', 'Fe', 'Li', 'O', 'P']",5,"[120.0, 700.0]",[12.0],2.0,5.0,5.0,700.0,12.0,-0.7237567218535161,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1039/C2CE26316E,Zn2GeO4,"GeO2, Zn(NO3)2·6H2O, CO(NH2)2 and ZnO used in the  <...> °C min-1) for 16 h in air to produce bulk Zn2GeO4.",solid-state,2,"['GeO2', 'ZnO']","['Ge', 'O', 'Zn']",13,"[140.0, 70.0, 1300.0]","[0.3333333333333333, 10.25, 16.0]",2.0,3.0,13.0,1300.0,26.583333333333336,-0.03941187231815242,Zn2GeO4,2.2752,-1.9692918614285722,0.0,4.755174506972145,560.383815647266
10.1039/C5TC00099H,LiFe5O8,A high-pressure sputtering system had been used to <...> e and out-of-plane directions at room temperature.,solid-state,2,"['LiCO3', 'Fe2O3']","['C', 'Fe', 'Li', 'O']",3,[],[],2.0,4.0,3.0,,,,LiFe5O8,1.3685,-1.7119847100595251,0.06306247000000101,4.495296520671248,611.9559404434948
10.1039/C2DT32623J,Zn2GeO4,"Germanium(IV) oxide (GeO2, SCRC, China) and zinc o <...> O2 (mass ratio of 1:2) at 1200 °C for 16 h in air.",solid-state,2,"['GeO2', 'ZnO']","['Ge', 'O', 'Zn']",6,"[200.0, 70.0]",[],2.0,3.0,6.0,200.0,,,Zn2GeO4,2.2752,-1.9692918614285722,0.0,4.755174506972145,560.383815647266
10.1039/C4DT01060D,Bi2TeO5,"Bi2TeO5, Bi1.9Y0.1TeO5, and Bi1.8Y0.2TeO5 were syn <...> cooled at a rate of 60 °C h-1 to room temperature.",solid-state,2,"['Bi2O3', 'TeO2']","['Bi', 'O', 'Te']",9,"[700.0, 750.0]","[24.0, 24.0]",2.0,3.0,9.0,750.0,48.0,-0.5673499996537515,Bi2TeO5,2.4275,-1.644739106145836,0.0,7.854367725983495,529.0117303166012
10.1039/B408442J,LiCuO2,A powder sample of Li2CuO2 was obtained by solid-s <...> f CuO along with the starting material in the XRD.,solid-state,2,"['CuO', 'Li']","['Cu', 'Li', 'O']",4,[50.0],[0.25],2.0,3.0,4.0,50.0,0.25,-1.5149327712943812,LiCuO2,0.3163,-1.450581410833332,0.0,4.607173182615962,36.93841492954792
10.1021/cg400406t,CaAl2O4,Single-phase polycrystalline C12A7 was prepared by <...> and therefore does not disturb the growth process.,solid-state,2,"['CaCO3', 'Al2O3']","['Al', 'C', 'Ca', 'O']",2,[],[],2.0,4.0,2.0,,,,CaAl2O4,4.5893999999999995,-3.4544079598809523,0.0007486029761240001,2.9398926917337933,1071.1794954786044
10.1021/acs.cgd.5b00652,Sr2CuO3,Single crystals were grown using the TSFZ techniqu <...>  various growth experiments are listed in Table 1.,solid-state,2,"['SrCO3', 'CuO']","['C', 'Cu', 'O', 'Sr']",5,"[900.0, 1070.0]",[6.5],2.0,4.0,5.0,1070.0,6.5,-0.6415567773089121,Sr2CuO3,0.0,-2.436278400833332,0.0,5.465340310439675,87.13389116391858
10.1021/cm0508266,Li2CuO2,Powder Synthesis. Li2CuO2 was prepared through a s <...> ssion later) and is now referred to as HT-Li2CuO2.,solid-state,2,"['CuO', 'Li2CO3']","['C', 'Cu', 'Li', 'O']",7,"[750.0, 800.0, 500.0, 500.0]",[24.0],2.0,4.0,7.0,800.0,24.0,-0.6201256685560204,Li2CuO2,0.0,-1.6624233733333331,0.014433391249998002,3.771216695476838,48.18271953212423
10.1021/cm030047u,Li2MnO3,Stoichiometric Li2MnO3 was prepared by solid-state <...> as complete in 40 h with an intermediate grinding.,solid-state,2,"['MnCO3', 'Li2CO3']","['C', 'Li', 'Mn', 'O']",4,"[800.0, 500.0]",[],2.0,4.0,4.0,800.0,,,Li2MnO3,1.368399999999999,-2.180112729932952,0.0,3.969588299469367,195.46738339598636
10.1021/cm050394z,SrAl12O19,"A batch of SrAl12O19:1% Pr, Mg was prepared by dis <...> tween 1300 and 1500 °C under reducing atmospheres.",solid-state,6,"['Pr(NO3)3·6H2O', 'MgO', 'Mg(NO3)2·6H2O', 'Pr6O11', 'Sr(NO3)2', 'Al(NO3)3·9H2O']","['Al', 'H', 'Mg', 'N', 'O', 'Pr', 'Sr']",9,"[900.0, 1400.0]","[1.0, 24.0, 22.0]",6.0,7.0,9.0,1400.0,47.0,1.1441386807498204,SrAl12O19,4.4592,-3.43836354,0.0023389965625,3.9176207956028133,606.4538801290765
10.1021/cm702546s,LiCoO2,The starting LiCoO2 materials were prepared by dir <...>  or Li2CO3 could be detected by long exposure XRD.,solid-state,2,"['Li2CO3', 'Co3O4']","['C', 'Co', 'Li', 'O']",6,"[400.0, 600.0, 900.0]","[12.0, 12.0, 360.0]",2.0,4.0,6.0,900.0,384.0,0.7306664131073127,LiCoO2,0.6623,-1.745659770833334,0.0,5.121430775621985,31.733696867729034
10.1021/cm901972e,LiAlO2,"For x = 1 (LiAlO2), this procedure led to the tetr <...> nd mixture was heated at 600 °C for 80 h under O2.",solid-state,2,"['Li2CO3', 'Al2O3']","['Al', 'C', 'Li', 'O']",1,[600.0],[80.0],2.0,4.0,1.0,600.0,80.0,-0.9228899093423852,LiAlO2,6.1183,-3.096943435208333,0.0,3.442778640368225,31.795526085917224
10.1021/cm071425o,NdCoO3,"Powder samples of NdCoO3, Nd0.9Na0.1CoO3, and Nd0. <...> ractometer employing copper anticathode radiation.",solid-state,2,"['Nd2O3', 'Co3O4']","['Co', 'Nd', 'O']",3,[975.0],[24.0],2.0,3.0,3.0,975.0,24.0,-0.898657401924684,NdCoO3,0.0,-2.520969372499943,0.0,7.675549837320337,217.35679852411135
